  0.0,-3813477.954, 3554276.552, 3662785.237
  0.1,-3813477.599, 3554276.226, 3662785.918
  0.2,-3813477.240, 3554275.906, 3662786.598
  0.3,-3813476.876, 3554275.590, 3662787.278
  0.4,-3813476.508, 3554275.280, 3662787.958
  0.5,-3813476.135, 3554274.975, 3662788.638
  0.6,-3813475.757, 3554274.675, 3662789.318
  0.7,-3813475.375, 3554274.381, 3662789.997
  0.8,-3813474.988, 3554274.091, 3662790.676
  0.9,-3813474.597, 3554273.807, 3662791.355
  1.0,-3813474.201, 3554273.528, 3662792.033
  1.1,-3813473.800, 3554273.255, 3662792.711
  1.2,-3813473.396, 3554272.986, 3662793.388
  1.3,-3813472.986, 3554272.723, 3662794.065
  1.4,-3813472.573, 3554272.466, 3662794.741
  1.5,-3813472.155, 3554272.213, 3662795.416
  1.6,-3813471.733, 3554271.967, 3662796.091
  1.7,-3813471.306, 3554271.725, 3662796.764
  1.8,-3813470.875, 3554271.489, 3662797.438
  1.9,-3813470.440, 3554271.258, 3662798.110
  2.0,-3813470.001, 3554271.033, 3662798.781
  2.1,-3813469.557, 3554270.814, 3662799.452
  2.2,-3813469.110, 3554270.599, 3662800.121
  2.3,-3813468.658, 3554270.391, 3662800.790
  2.4,-3813468.202, 3554270.187, 3662801.457
  2.5,-3813467.742, 3554269.990, 3662802.123
  2.6,-3813467.278, 3554269.798, 3662802.788
  2.7,-3813466.810, 3554269.611, 3662803.452
  2.8,-3813466.338, 3554269.430, 3662804.114
  2.9,-3813465.862, 3554269.254, 3662804.776
  3.0,-3813465.383, 3554269.084, 3662805.436
  3.1,-3813464.899, 3554268.920, 3662806.094
  3.2,-3813464.412, 3554268.761, 3662806.751
  3.3,-3813463.920, 3554268.608, 3662807.407
  3.4,-3813463.425, 3554268.461, 3662808.061
  3.5,-3813462.927, 3554268.319, 3662808.713
  3.6,-3813462.424, 3554268.183, 3662809.364
  3.7,-3813461.918, 3554268.053, 3662810.013
  3.8,-3813461.409, 3554267.928, 3662810.660
  3.9,-3813460.895, 3554267.809, 3662811.306
  4.0,-3813460.379, 3554267.695, 3662811.950
  4.1,-3813459.858, 3554267.587, 3662812.592
  4.2,-3813459.335, 3554267.485, 3662813.232
  4.3,-3813458.807, 3554267.389, 3662813.870
  4.4,-3813458.277, 3554267.298, 3662814.506
  4.5,-3813457.743, 3554267.213, 3662815.140
  4.6,-3813457.205, 3554267.134, 3662815.772
  4.7,-3813456.665, 3554267.061, 3662816.402
  4.8,-3813456.121, 3554266.993, 3662817.030
  4.9,-3813455.574, 3554266.931, 3662817.655
  5.0,-3813455.023, 3554266.875, 3662818.278
  5.1,-3813454.470, 3554266.825, 3662818.899
  5.2,-3813453.913, 3554266.780, 3662819.518
  5.3,-3813453.354, 3554266.741, 3662820.134
  5.4,-3813452.791, 3554266.708, 3662820.748
  5.5,-3813452.226, 3554266.680, 3662821.359
  5.6,-3813451.657, 3554266.659, 3662821.968
  5.7,-3813451.085, 3554266.643, 3662822.575
  5.8,-3813450.511, 3554266.633, 3662823.178
  5.9,-3813449.934, 3554266.628, 3662823.779
  6.0,-3813449.354, 3554266.630, 3662824.378
  6.1,-3813448.771, 3554266.637, 3662824.973
  6.2,-3813448.186, 3554266.650, 3662825.566
  6.3,-3813447.598, 3554266.669, 3662826.156
  6.4,-3813447.007, 3554266.693, 3662826.744
  6.5,-3813446.414, 3554266.723, 3662827.328
  6.6,-3813445.818, 3554266.759, 3662827.910
  6.7,-3813445.220, 3554266.801, 3662828.488
  6.8,-3813444.619, 3554266.849, 3662829.064
  6.9,-3813444.016, 3554266.902, 3662829.636
  7.0,-3813443.410, 3554266.961, 3662830.206
  7.1,-3813442.802, 3554267.026, 3662830.772
  7.2,-3813442.192, 3554267.096, 3662831.335
  7.3,-3813441.579, 3554267.173, 3662831.895
  7.4,-3813440.965, 3554267.255, 3662832.451
  7.5,-3813440.348, 3554267.342, 3662833.005
  7.6,-3813439.729, 3554267.436, 3662833.555
  7.7,-3813439.108, 3554267.535, 3662834.102
  7.8,-3813438.485, 3554267.640, 3662834.645
  7.9,-3813437.859, 3554267.750, 3662835.185
  8.0,-3813437.232, 3554267.867, 3662835.721
  8.1,-3813436.603, 3554267.988, 3662836.254
  8.2,-3813435.973, 3554268.116, 3662836.783
  8.3,-3813435.340, 3554268.249, 3662837.309
  8.4,-3813434.706, 3554268.388, 3662837.831
  8.5,-3813434.069, 3554268.533, 3662838.350
  8.6,-3813433.432, 3554268.683, 3662838.865
  8.7,-3813432.792, 3554268.839, 3662839.376
  8.8,-3813432.151, 3554269.000, 3662839.883
  8.9,-3813431.508, 3554269.167, 3662840.387
  9.0,-3813430.864, 3554269.340, 3662840.886
  9.1,-3813430.219, 3554269.518, 3662841.382
  9.2,-3813429.572, 3554269.702, 3662841.874
  9.3,-3813428.923, 3554269.891, 3662842.362
  9.4,-3813428.274, 3554270.086, 3662842.846
  9.5,-3813427.623, 3554270.287, 3662843.326
  9.6,-3813426.970, 3554270.493, 3662843.802
  9.7,-3813426.317, 3554270.704, 3662844.274
  9.8,-3813425.662, 3554270.921, 3662844.742
  9.9,-3813425.007, 3554271.143, 3662845.206
 10.0,-3813424.350, 3554271.371, 3662845.665
 10.1,-3813423.692, 3554271.605, 3662846.121
 10.2,-3813423.033, 3554271.843, 3662846.572
 10.3,-3813422.374, 3554272.087, 3662847.019
 10.4,-3813421.713, 3554272.337, 3662847.461
 10.5,-3813421.052, 3554272.592, 3662847.900
 10.6,-3813420.390, 3554272.852, 3662848.334
 10.7,-3813419.727, 3554273.118, 3662848.763
