  0.0,-3586533.227, 4113884.878, 3289817.367
  0.1,-3586533.227, 4113884.878, 3289817.367
  0.2,-3586533.227, 4113884.878, 3289817.367
  0.3,-3586533.227, 4113884.878, 3289817.367
  0.4,-3586533.227, 4113884.878, 3289817.367
  0.5,-3586533.227, 4113884.878, 3289817.367
  0.6,-3586533.227, 4113884.878, 3289817.367
  0.7,-3586533.227, 4113884.878, 3289817.367
  0.8,-3586533.227, 4113884.878, 3289817.367
  0.9,-3586533.227, 4113884.878, 3289817.367
  1.0,-3586533.227, 4113884.878, 3289817.367
  1.1,-3586533.227, 4113884.878, 3289817.367
  1.2,-3586533.227, 4113884.878, 3289817.367
  1.3,-3586533.227, 4113884.878, 3289817.367
  1.4,-3586533.227, 4113884.878, 3289817.367
  1.5,-3586533.227, 4113884.878, 3289817.367
  1.6,-3586533.227, 4113884.878, 3289817.367
  1.7,-3586533.227, 4113884.878, 3289817.367
  1.8,-3586533.227, 4113884.878, 3289817.367
  1.9,-3586533.227, 4113884.878, 3289817.367
  2.0,-3586533.227, 4113884.878, 3289817.367
  2.1,-3586533.227, 4113884.878, 3289817.367
  2.2,-3586533.227, 4113884.878, 3289817.367
  2.3,-3586533.227, 4113884.878, 3289817.367
  2.4,-3586533.227, 4113884.878, 3289817.367
  2.5,-3586533.227, 4113884.878, 3289817.367
  2.6,-3586533.227, 4113884.878, 3289817.367
  2.7,-3586533.227, 4113884.878, 3289817.367
  2.8,-3586533.227, 4113884.878, 3289817.367
  2.9,-3586533.227, 4113884.878, 3289817.367
  3.0,-3586533.227, 4113884.878, 3289817.367
  3.1,-3586533.227, 4113884.878, 3289817.367
  3.2,-3586533.227, 4113884.878, 3289817.367
  3.3,-3586533.227, 4113884.878, 3289817.367
  3.4,-3586533.227, 4113884.878, 3289817.367
  3.5,-3586533.227, 4113884.878, 3289817.367
  3.6,-3586533.227, 4113884.878, 3289817.367
  3.7,-3586533.227, 4113884.878, 3289817.367
  3.8,-3586533.227, 4113884.878, 3289817.367
  3.9,-3586533.227, 4113884.878, 3289817.367
  4.0,-3586533.227, 4113884.878, 3289817.367
  4.1,-3586533.227, 4113884.878, 3289817.367
  4.2,-3586533.227, 4113884.878, 3289817.367
  4.3,-3586533.227, 4113884.878, 3289817.367
  4.4,-3586533.227, 4113884.878, 3289817.367
  4.5,-3586533.227, 4113884.878, 3289817.367
