$GPGGA,090000.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090000.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090000.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090000.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090000.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090000.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090000.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090000.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090000.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090000.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090001.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090001.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090001.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090001.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090001.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090001.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090001.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090001.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090002.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090002.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090002.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090002.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090002.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090002.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090002.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090002.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090002.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090002.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090003.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090003.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090003.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090003.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090003.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090003.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090003.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090003.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090003.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090003.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090004.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090004.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090004.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090004.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090004.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090004.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090004.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090004.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090004.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090004.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090005.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090005.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090005.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090005.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090005.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090005.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090005.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090005.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090005.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090005.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090006.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090006.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090006.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090006.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090006.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090006.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090006.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090006.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090006.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090006.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090007.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090007.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090007.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090007.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090007.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090007.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090007.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090007.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090007.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090007.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090008.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090008.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090008.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090008.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090008.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090008.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090008.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090008.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090008.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090008.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090009.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090009.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090009.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*75
$GPGGA,090009.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*74
$GPGGA,090009.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090009.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090009.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*71
$GPGGA,090009.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*70
$GPGGA,090009.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090009.90,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090010.00,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090010.10,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090010.20,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090010.30,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090010.40,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090010.50,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090010.60,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090010.70,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090010.80,4852.46607836,N,00217.58143254,E,1,05,2.87,160.00,M,-21.3213,M,,*77
